t,roll,pitch,dz_fl,dz_fr,dz_rl,dz_rr
27.436,0.437,-0.13,0.01214,-0.00318,0.00318,-0.01214
27.4687,0.45,-0.141,0.01214,-0.00318,0.00318,-0.01214
27.4992,0.466,-0.137,0.01214,-0.00318,0.00318,-0.01214
27.5322,0.469,-0.132,0.01214,-0.00318,0.00318,-0.01214
27.5622,0.458,-0.127,0.01214,-0.00318,0.00318,-0.01214
27.5937,0.441,-0.125,0.01214,-0.00318,0.00318,-0.01214
27.6238,0.423,-0.123,0.01214,-0.00318,0.00318,-0.01214
27.6539,0.41,-0.122,0.01214,-0.00318,0.00318,-0.01214
27.6846,0.409,-0.129,0.01214,-0.00318,0.00318,-0.01214
27.7148,0.406,-0.131,0.01214,-0.00318,0.00318,-0.01214
27.7452,0.397,-0.138,0.01214,-0.00318,0.00318,-0.01214
27.7755,0.394,-0.139,0.01214,-0.00318,0.00318,-0.01214
27.8083,0.39,-0.137,0.01214,-0.00318,0.00318,-0.01214
27.8384,0.389,-0.133,0.01214,-0.00318,0.00318,-0.01214
27.8688,0.388,-0.133,0.01214,-0.00318,0.00318,-0.01214
27.9015,0.389,-0.136,0.01214,-0.00318,0.00318,-0.01214
27.9316,0.391,-0.136,0.01214,-0.00318,0.00318,-0.01214
27.9618,0.389,-0.138,0.01214,-0.00318,0.00318,-0.01214
27.9945,0.385,-0.136,0.01214,-0.00318,0.00318,-0.01214
28.0247,0.378,-0.131,0.01214,-0.00318,0.00318,-0.01214
28.0552,0.365,-0.125,0.01214,-0.00318,0.00318,-0.01214
28.0868,0.359,-0.114,0.01214,-0.00318,0.00318,-0.01214
28.1244,0.355,-0.107,0.01214,-0.00318,0.00318,-0.01214
28.1582,0.357,-0.095,0.01214,-0.00318,0.00318,-0.01214
28.1916,0.361,-0.078,0.01214,-0.00318,0.00318,-0.01214
28.2251,0.373,-0.065,0.01214,-0.00318,0.00318,-0.01214
28.2591,0.388,-0.061,0.01214,-0.00318,0.00318,-0.01214
28.2925,0.401,-0.057,0.01214,-0.00318,0.00318,-0.01214
28.3259,0.417,-0.057,0.01214,-0.00318,0.00318,-0.01214
28.3593,0.422,-0.051,0.01214,-0.00318,0.00318,-0.01214
28.3928,0.42,-0.052,0.01214,-0.00318,0.00318,-0.01214
28.4262,0.415,-0.042,0.01214,-0.00318,0.00318,-0.01214
28.4597,0.405,-0.028,0.01214,-0.00318,0.00318,-0.01214
28.4932,0.396,-0.018,0.01214,-0.00318,0.00318,-0.01214
28.5268,0.391,-0.013,0.01214,-0.00318,0.00318,-0.01214
28.5603,0.389,-0.011,0.01214,-0.00318,0.00318,-0.01214
30.8941,0.403,-0.009,0.01214,-0.00318,0.00318,-0.01214
30.9281,0.412,-0.006,0.01214,-0.00318,0.00318,-0.01214
30.9617,0.41,-0.009,0.01214,-0.00318,0.00318,-0.01214
30.9953,0.402,-0.011,0.01214,-0.00318,0.00318,-0.01214
31.0287,0.393,-0.008,0.01214,-0.00318,0.00318,-0.01214
31.0619,0.391,-0.005,0.01214,-0.00318,0.00318,-0.01214
31.0953,0.38,-0.0,0.01214,-0.00318,0.00318,-0.01214
31.1288,0.371,-0.006,0.01214,-0.00318,0.00318,-0.01214
31.1621,0.366,-0.01,0.01214,-0.00318,0.00318,-0.01214
31.1955,0.362,-0.011,0.01214,-0.00318,0.00318,-0.01214
31.2289,0.361,-0.011,0.01214,-0.00318,0.00318,-0.01214
31.2622,0.352,-0.0,0.01214,-0.00318,0.00318,-0.01214
31.2957,0.34,0.004,0.01214,-0.00318,0.00318,-0.01214
31.3289,0.336,0.004,0.01214,-0.00318,0.00318,-0.01214
31.3625,0.348,-0.011,0.01214,-0.00318,0.00318,-0.01214
31.3958,0.361,-0.021,0.01214,-0.00318,0.00318,-0.01214
31.43,0.37,-0.029,0.01214,-0.00318,0.00318,-0.01214
31.4637,0.371,-0.038,0.01214,-0.00318,0.00318,-0.01214
31.4974,0.36,-0.042,0.01214,-0.00318,0.00318,-0.01214
31.5311,0.346,-0.038,0.01214,-0.00318,0.00318,-0.01214
31.5644,0.333,-0.036,0.01214,-0.00318,0.00318,-0.01214
31.5979,0.323,-0.04,0.01214,-0.00318,0.00318,-0.01214
31.6314,0.321,-0.043,0.01214,-0.00318,0.00318,-0.01214
31.6649,0.322,-0.053,0.01214,-0.00318,0.00318,-0.01214
31.6984,0.32,-0.056,0.01214,-0.00318,0.00318,-0.01214
31.7319,0.321,-0.062,0.01214,-0.00318,0.00318,-0.01214
31.7651,0.32,-0.065,0.01214,-0.00318,0.00318,-0.01214
31.7986,0.313,-0.069,0.01214,-0.00318,0.00318,-0.01214
31.8317,0.312,-0.072,0.01214,-0.00318,0.00318,-0.01214
31.865,0.306,-0.076,0.01214,-0.00318,0.00318,-0.01214
31.8985,0.296,-0.082,0.01214,-0.00318,0.00318,-0.01214
31.9322,0.287,-0.086,0.01214,-0.00318,0.00318,-0.01214
31.9654,0.276,-0.091,0.01214,-0.00318,0.00318,-0.01214
31.9988,0.263,-0.101,0.01214,-0.00318,0.00318,-0.01214
32.0324,0.251,-0.107,0.01214,-0.00318,0.00318,-0.01214
32.0656,0.245,-0.103,0.01214,-0.00318,0.00318,-0.01214
32.0991,0.245,-0.105,0.01214,-0.00318,0.00318,-0.01214
32.1325,0.251,-0.111,0.01214,-0.00318,0.00318,-0.01214
32.1658,0.266,-0.118,0.01214,-0.00318,0.00318,-0.01214
32.1991,0.278,-0.123,0.01214,-0.00318,0.00318,-0.01214
32.2325,0.286,-0.121,0.01214,-0.00318,0.00318,-0.01214
32.2661,0.285,-0.124,0.01214,-0.00318,0.00318,-0.01214
32.2995,0.273,-0.119,0.01214,-0.00318,0.00318,-0.01214
32.3329,0.259,-0.113,0.01214,-0.00318,0.00318,-0.01214
32.3661,0.241,-0.106,0.01214,-0.00318,0.00318,-0.01214
32.3996,0.228,-0.106,0.01214,-0.00318,0.00318,-0.01214
32.4331,0.232,-0.107,0.01214,-0.00318,0.00318,-0.01214
32.4666,0.237,-0.109,0.01214,-0.00318,0.00318,-0.01214
32.5,0.244,-0.111,0.01214,-0.00318,0.00318,-0.01214
32.5335,0.249,-0.113,0.01214,-0.00318,0.00318,-0.01214
32.5669,0.251,-0.119,0.01214,-0.00318,0.00318,-0.01214
32.6004,0.254,-0.121,0.01214,-0.00318,0.00318,-0.01214
32.6339,0.257,-0.123,0.01214,-0.00318,0.00318,-0.01214
32.6673,0.252,-0.124,0.01214,-0.00318,0.00318,-0.01214
32.7005,0.244,-0.124,0.01214,-0.00318,0.00318,-0.01214
32.7339,0.235,-0.123,0.01214,-0.00318,0.00318,-0.01214
32.7671,0.224,-0.126,0.01214,-0.00318,0.00318,-0.01214
32.8004,0.216,-0.132,0.01214,-0.00318,0.00318,-0.01214
32.8338,0.217,-0.132,0.01214,-0.00318,0.00318,-0.01214
32.8674,0.219,-0.141,0.01214,-0.00318,0.00318,-0.01214
32.9007,0.221,-0.141,0.01214,-0.00318,0.00318,-0.01214
32.9341,0.22,-0.132,0.01214,-0.00318,0.00318,-0.01214
32.9676,0.217,-0.135,0.01214,-0.00318,0.00318,-0.01214
33.0009,0.217,-0.133,0.01214,-0.00318,0.00318,-0.01214
33.0345,0.22,-0.143,0.01214,-0.00318,0.00318,-0.01214
33.0679,0.23,-0.149,0.01214,-0.00318,0.00318,-0.01214
33.1013,0.229,-0.148,0.01214,-0.00318,0.00318,-0.01214
33.1348,0.22,-0.149,0.01214,-0.00318,0.00318,-0.01214
33.1682,0.208,-0.147,0.01214,-0.00318,0.00318,-0.01214
33.2015,0.196,-0.146,0.01214,-0.00318,0.00318,-0.01214
33.2348,0.192,-0.142,0.01214,-0.00318,0.00318,-0.01214
33.268,0.191,-0.147,0.01214,-0.00318,0.00318,-0.01214
33.3014,0.19,-0.151,0.01214,-0.00318,0.00318,-0.01214
33.3346,0.197,-0.154,0.01214,-0.00318,0.00318,-0.01214
33.3679,0.201,-0.154,0.01214,-0.00318,0.00318,-0.01214
33.4013,0.2,-0.155,0.01214,-0.00318,0.00318,-0.01214
33.4348,0.196,-0.151,0.01214,-0.00318,0.00318,-0.01214
33.4681,0.191,-0.147,0.01214,-0.00318,0.00318,-0.01214
33.5015,0.192,-0.148,0.01214,-0.00318,0.00318,-0.01214
33.5348,0.189,-0.149,0.01214,-0.00318,0.00318,-0.01214
33.5682,0.18,-0.15,0.01214,-0.00318,0.00318,-0.01214
33.6016,0.178,-0.144,0.01214,-0.00318,0.00318,-0.01214
33.6351,0.179,-0.137,0.01214,-0.00318,0.00318,-0.01214
33.6687,0.174,-0.13,0.01214,-0.00318,0.00318,-0.01214
33.7027,0.175,-0.124,0.01214,-0.00318,0.00318,-0.01214
